Filename,CorrectTotalLabel,ProductType_AdultMilk,ProductType_Babyfood,ProductType_Babymilk-powder,ProductType_BeehoonVermicelliMeesua,ProductType_BiscuitsCrackersCookies,ProductType_Book,ProductType_Breakfast-cereals-cornflakes,ProductType_Canned-Packet-Creamers-Sweet,ProductType_CerealBeverage-powder,ProductType_CerealBeverage-powder-,ProductType_ChilliSauce,ProductType_Coffee,ProductType_CornChip,ProductType_FlavoredMilk,ProductType_Flour,ProductType_FruitJuice,ProductType_HoneyOtherSpreads,ProductType_InstantMeals,ProductType_InstantNoodles,ProductType_Kaya,ProductType_MaternalMilkPowder,ProductType_Milo-powder-,ProductType_NutellaChocolate,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherDriedFood,ProductType_OtherNoodles,ProductType_OtherSauceDressingSoupbasePaste,ProductType_Pasta,ProductType_Peanutbutter,ProductType_PotatoSticks,ProductType_PotatochipsKeropok,ProductType_Rice(brown-others),ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_Sardines,ProductType_SoftDrinks,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_Tea-powder-leaves-,ProductType_WetWiper,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy
IMG_2223_JPG.rf.11ef846ae596213adba44aa940df1933,BeehoonVermicelliMeesua_200-299g_NonHalal_NonHealthy,-3.6050985,0.1331219,-2.9025106,8.610107,0.88590616,-4.4571233,-4.992894,-4.406822,-4.5592337,-5.1236973,-2.7433171,-2.8917613,-3.8700778,-4.859198,-1.7217201,-4.602821,-3.388992,-2.8472667,-1.2187864,-2.1874158,-3.4996588,-3.7951598,-3.7681732,-2.719534,-4.1912456,-3.9008608,-1.5557251,-1.4089383,-0.3109187,0.67497075,-4.197232,-3.533116,-1.8216083,-2.277433,-4.356417,-2.6794906,-3.0865586,-2.925546,-3.3104026,-0.81677806,-2.7033746,-3.7856753,-1.5061865,0.2220656,-3.402636,8.202348,-1.230342,-3.488066,-1.7433326,-2.6643698,-3.6753776,-3.9901974,-2.0602372,-4.538234,-4.171011,4.1243095,-5.032718,4.435626
20231222_0024,FruitJuice_700-799g_Halal_NonHealthy,-4.7752314,-3.5149953,-1.5109863,-3.798117,0.04418108,-4.870425,-4.914479,-3.0800617,-5.1569405,-1.1900117,-2.8854465,-1.365731,-3.948235,-2.6371074,-4.1492224,9.654555,-2.7018077,-2.0827024,-3.1687033,-2.204715,-3.5667984,-4.3320494,-4.3793545,-2.5640128,-2.2626998,-2.833322,-0.19952737,-1.0031236,-1.4098585,-1.5150259,-3.2304802,-3.509671,-4.7167497,-0.73640263,-0.84095734,-0.66753197,-4.1170354,-0.7540941,-3.1610303,-1.4953232,-4.0656233,-4.316417,-2.1745825,-0.4174525,-1.6504581,-0.48353583,-2.5804517,-4.835354,-3.0894837,-0.9116431,-1.9250712,9.309779,-2.760432,-2.364373,4.1159835,-4.282603,-4.7328916,4.389396
2023_8_11_12_14_33_913383_png.rf.5a29428a27b12b11c09d02f2c391f9b2,FlavoredMilk_1000-1999g_Halal_Healthy,0.2878964,-3.275441,0.16483025,-4.087466,-2.6221888,-2.3767514,-1.4562691,-3.7699137,-1.9782925,-2.6723115,-3.5817943,-0.06853506,-5.9382358,7.192986,-2.475469,-4.201551,-1.7954366,-4.4027495,-4.860775,-3.876407,-4.5900736,-1.078522,-3.6779795,-1.8990318,0.34200257,-0.8854743,-4.809426,-4.5642,-3.3789976,-5.0076594,-2.020856,-4.9723663,-2.788511,-3.5598798,-0.04009227,-3.6548293,-6.102546,-3.2726905,-2.2577326,-3.669208,0.08395736,-4.7145824,2.033563,-1.6722544,6.7973385,-4.3835664,-2.2098188,-5.246683,-0.4228963,-1.7304199,-2.8092122,0.26097715,-3.2670655,-2.1344378,3.0129604,-3.9966943,2.975701,-3.652583
2023_10_25_11_49_47_931528,Babymilk-powder_400-499g_Halal_NonHealthy,0.013566344,-1.285006,7.6010156,-1.9824076,-0.9670042,-5.7420006,-2.6373398,-1.2715305,-4.575291,-3.6179106,-2.8236036,-3.2656648,-5.909939,-4.3025937,-5.0070486,-6.345109,-3.0571244,-2.593663,-2.6915774,-1.1425257,0.8422236,-4.360613,-5.402132,-3.9824786,-3.6454234,-2.146924,-7.762982,-3.6091645,-3.8791459,-1.7690233,0.36377576,-4.8784666,-4.3233213,-3.3389146,-3.3100395,-5.273128,-1.0388722,-4.712114,-2.1704674,-3.5043604,-3.7634819,-6.5447536,-2.5037322,-3.2254848,-4.6034255,-1.7386483,-2.466459,-6.330478,7.361367,-3.3956556,-2.4365082,-3.8830478,3.0812795,-1.576426,2.968449,-3.8833377,-2.9943092,2.4497523
IMG_5626_jpeg.rf.c46ae43a841d9ce62453d2d1061faf60,InstantNoodles_400-499g_Halal_NonHealthy,-3.3895688,-3.2216258,-2.688683,-1.5365269,0.046471648,-4.8390102,-0.4803378,-1.0543429,-5.706212,-3.3781595,-3.7220628,-2.2470508,-5.5306025,-4.116365,-3.9798603,-3.730952,-2.9824116,0.8734687,7.040984,-2.455253,-2.8534563,-3.5135787,-4.803874,-2.4911149,-1.9507087,-2.0212908,-4.333462,-1.2486517,-4.289003,-0.13453859,-2.3393264,-3.1283803,-3.1149004,-2.0896218,-3.0437589,-3.155471,-2.0455577,-5.2392087,-2.5409744,-3.4394503,-2.6478963,-3.8242247,-1.6492277,0.14730397,-3.68639,-2.1966722,-1.131936,-5.610966,7.263642,-2.0967162,-2.7670152,-3.457079,-2.794899,-3.5390358,3.872981,-4.0301433,-4.5418615,4.4859643
output_frame_0022,RolledOatsInstantOatmeal_400-499g_Halal_Healthy,-2.1236842,-3.395052,-2.0747068,-1.4997028,-0.5383051,-1.2332377,0.36807495,-1.3337185,-2.071149,-2.279237,-3.4166374,-1.0735514,-4.112046,-1.1565664,-3.4359138,-3.8898034,-3.390906,-3.438215,-2.4845667,-2.6609516,-2.6182408,-0.6897881,-4.3369365,-2.0805387,-2.610296,-1.9549148,-3.37757,-1.3249928,-2.1845658,-2.2220814,-3.324804,-2.7304559,-2.342827,0.52023,6.0769696,-3.8855007,-3.8710208,-2.5272205,-2.6373665,-2.781146,-3.3190436,-4.0300217,-0.3839624,-0.97513527,-1.5193117,-2.524988,-2.955048,-5.109019,6.807119,-1.7959862,-3.2168999,-1.7776048,-1.5377005,-1.1400087,2.178258,-2.8139136,2.1741405,-2.613824
IMG_1981_jpeg.rf.dd0018f805e344a306258efae67099fb,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-4.597173,-0.9901682,-3.7235355,-3.0757246,6.9136786,-5.4904327,-5.5197425,-4.829092,-4.442607,-3.386443,-3.964071,-1.6082515,-5.151667,-4.3142066,-3.0406563,-5.302194,-2.0429816,-1.479115,-2.5493712,-5.0421877,-3.3676949,-3.506777,-2.1795619,-1.6191303,-5.536748,-1.2054365,-2.5366738,0.085297056,-2.7350447,-3.1620822,-3.6014204,-4.374599,-2.771153,-3.5434682,-3.729374,-4.5654216,-0.39163455,-6.326265,-2.7798126,-0.620299,-0.82239056,-3.5047626,-2.3668766,8.417811,-2.6153119,-2.080224,-1.4845346,-4.0945706,-1.6169925,-0.9463124,-3.7661574,-3.206035,-2.713901,-4.8868213,-4.2418857,3.1015072,-4.821779,4.737965
output_frame_0314,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-3.0782318,-0.65992904,-2.6940622,-1.4992557,6.8546557,-3.7613456,-4.4034014,-2.9776175,-2.2122235,-3.1878462,-2.933426,-1.6270729,-3.1105978,-3.4026568,-3.1586835,-2.508899,-2.4548738,-1.9685396,-1.029918,-2.0346074,-2.4589343,-3.1128297,-1.9097083,-0.7031816,-3.4303923,-2.9407969,-0.8396621,-1.8095871,-2.1993413,-1.2676184,-3.445396,-2.3571086,-1.736891,-1.0642895,-2.9540384,-2.6463392,-2.0654016,-3.813114,-2.7011774,-1.0481772,-1.1656114,-2.4850037,-0.7403449,4.277059,-3.2423313,1.5398884,-0.658563,-3.0339355,-1.1119316,-1.4900286,-2.9448366,-2.4060285,-2.6121018,-3.6127918,-2.779311,1.9534268,-4.184195,3.9977121
IMG_5302_jpeg.rf.ca6b350cac69b99b95fe5eb0fa52d03d,MaternalMilkPowder_600-699g_Halal_NonHealthy,0.8041409,-1.0071281,0.9433902,-5.244515,-0.4657049,-7.9952493,-4.5467963,-5.8944807,-7.376158,2.3466463,-4.636613,0.029657587,-7.6809764,-5.5605702,-5.083108,-4.3641458,-2.6576667,-2.0867164,-2.82149,-6.9018364,9.886772,-6.794835,-6.3346443,-3.5481274,-4.093051,-1.1081232,-7.777312,-0.5876125,-0.23987783,-4.31613,-4.094459,-4.5222883,-4.62156,-6.896147,-2.4089334,-7.079068,-5.4509854,-8.980486,-3.9901407,-4.195748,-2.6374116,-6.932444,-0.0033733663,-3.980053,-2.9739716,-0.6610178,-4.490762,-7.4121704,-3.6154227,-2.7706037,10.310398,-2.2078369,-2.0869544,-1.2412513,3.406708,-5.3212953,-7.0439706,6.1205907
IMG_2207_JPG.rf.bad2039d2bbbc442cac1e16c5099f831,BeehoonVermicelliMeesua_100-199g_NonHalal_NonHealthy,-3.9934697,0.28202787,-4.097259,9.668535,0.8163821,-5.4241776,-5.0388303,-4.71355,-6.2454453,-4.981759,-3.1900377,-3.9457617,-4.6772084,-5.1538577,-1.6865041,-5.8486896,-3.206381,0.025852632,-0.01882159,-4.037165,-3.3051443,-3.1444082,-2.9367588,-2.568349,-5.6044235,-3.3393958,-1.2741314,0.2956428,-3.2281985,-2.4395614,-4.7441754,-3.1230168,-2.8783329,-2.3876002,-5.523695,-2.4770038,-1.5108862,-6.3832884,-2.9269536,-2.7428322,-1.3273971,-3.3082726,-1.0081102,7.9539595,-4.2816205,-0.9579611,-2.4246123,-3.655817,-0.3166181,-2.6331897,-4.7458506,-4.3898487,-2.1210968,-4.6332097,-4.3005376,3.993836,-5.522104,5.138721
IMG_3325_jpeg.rf.ff48f299ed2cdf208f0e49a4380b3887,BeehoonVermicelliMeesua_400-499g_Halal_NonHealthy,-3.5815768,-1.910943,-3.4904697,9.466637,-0.32874182,-5.995956,-2.2517915,-2.3791,-6.1906013,-3.6289499,-3.615472,-3.826584,-5.3406396,-4.936693,-0.33326432,-4.8672924,-3.6156087,-1.8966823,-2.0289245,-1.1037936,-3.98348,-4.3053317,-6.6347775,-2.5789962,-2.9133217,-2.2622614,-5.400962,-0.25904688,-2.8097208,-2.044882,-4.1938677,-2.7236216,-3.7454746,-0.967529,-2.46007,-3.000437,-2.790639,-5.9669375,-0.6496068,-0.66940415,-3.6474917,-5.5759234,-0.83102787,-2.353346,-2.770532,-1.6021935,-3.0533488,-4.435805,7.4081106,-1.3334649,-3.79052,-4.1084557,-3.1850996,-2.455502,4.9463243,-5.623565,-5.6202726,5.0614905
20231222_0845,Pasta_500-599g_Halal_NonHealthy,-3.304426,-2.3935144,-2.3219154,-2.3682835,-1.5546203,-3.8434143,-3.9058487,-3.3226182,-3.6365926,-2.1809402,-2.7093415,-3.390863,-2.3772998,-4.2621646,-3.806271,-0.93959934,-2.7215137,-3.537581,-2.3484066,-1.6802136,-3.1143117,-4.388666,-3.986416,-3.0262518,-1.4075153,-3.934541,-2.767817,-1.2027394,-0.18877867,6.9513707,-2.2128286,-3.6186664,-3.324745,-2.2708828,-1.317125,0.92002785,-4.5301003,-1.1437426,-3.1974356,-2.5676067,-4.5072956,-2.6963751,-2.263793,-1.6249201,-3.4058433,-0.31795216,-1.4506705,-4.618488,-0.22101934,7.573157,-2.0817761,-0.60442454,-3.5612166,-3.076062,2.3799465,-3.2216341,-3.6533053,3.527666
IMG_0113_jpeg.rf.5be27782212686a38fc3b871558338a6,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,-3.280792,-1.5997771,-1.8874507,-3.497671,-2.6017065,-2.4390376,-4.159525,-5.3405595,-4.063869,-4.818059,-3.3891325,-2.0384538,-1.9842366,-3.2712688,-3.1905446,-5.8321204,0.5947306,-3.7165353,-3.6795893,-2.0928755,-2.0861216,-3.336606,-3.2617607,-0.39585632,-4.362978,0.57156247,-3.8279796,-1.0772103,-1.8734165,-1.4857546,-2.457273,-4.4930387,0.17360114,-3.4337983,-3.9474494,-2.3933666,-2.979875,-5.3187547,-2.0690541,6.293967,-1.1410439,-3.5524752,5.494074,-1.3954746,-3.1227489,-1.3780918,-1.9372163,-3.4299228,0.27996758,0.08969914,-3.5086253,-3.0230038,-3.5524766,-3.5796642,-4.5678535,3.887843,-4.1238036,4.2878895
output_frame_0171,Pasta_500-599g_NonHalal_NonHealthy,-3.9758906,-1.932903,-1.9937558,-1.8983997,-0.77721494,-3.0370588,-4.2235117,-3.8770783,-2.6179636,-3.7584736,-2.79462,-3.8373594,-1.058166,-4.5042677,-3.6219041,-3.2638824,-2.03011,-4.4665484,-2.5574577,-1.9685885,-2.6327243,-3.043831,-2.457157,-2.499851,-3.348675,-2.770518,-2.6796308,-0.5091961,-1.8146175,7.713468,-1.7281853,-3.6053221,-2.119408,-2.6567185,-2.3066826,0.6535815,-3.5469248,-3.1122591,-2.3293452,-0.99182606,-3.8388712,-1.0050625,-1.5723009,-1.2238003,-3.7656043,-1.0087366,-0.7487869,-3.2120318,0.7544235,6.464031,-2.5813649,-2.5590024,-2.965694,-3.1622925,-3.0418208,2.362951,-3.882818,4.0295825
Photo on 9-11-23 at 4.33 PM,BiscuitsCrackersCookies_1-99g_NonHalal_NonHealthy,-3.5165405,-1.7432381,-3.6733787,-2.3350492,6.294303,-2.7506711,-5.048084,-4.111244,-4.0847917,-4.1159744,-3.5443556,-2.5480149,-1.4549834,-3.3939312,-1.8666785,-4.587279,-2.163475,-4.5291843,-2.929517,-3.9231439,-2.3126652,-3.2364333,-2.0901377,-1.5379715,-3.8858402,-0.9759139,-2.889038,-1.2323681,-2.64559,-1.8532844,-3.7750192,-2.87469,-0.429717,-2.7892945,-3.203732,-2.6438348,-3.3734968,-6.111622,-0.8958464,-0.40750822,-0.6635331,-3.0191054,5.236381,-0.58138806,-1.2829052,-0.7983762,-1.4345104,-2.1144378,-0.46928462,-1.4069619,-3.380718,-3.9955266,-3.535318,-4.0987563,-5.609348,4.4343467,-5.192685,5.018858
IMG_6442_jpeg.rf.6972d593fd4fe69fc21044a8504b8570,Coffee_100-199g_Halal_Healthy,-5.968069,-3.2305799,-1.0220914,-3.4451714,-4.077396,-6.8232317,-2.4474502,-2.2870195,-3.5982335,-1.2174624,-2.0902703,8.040771,-7.0769873,-1.1830956,-6.775092,-4.4001455,-0.36827368,-0.87492543,-3.9582949,-3.6993513,-3.855443,-2.8241415,-3.5172527,-2.086555,-3.6964397,-3.7664497,-3.7906933,-3.76046,-1.4804597,-5.4474654,-1.8104808,-5.513747,-5.227724,-3.0346496,-1.9042269,-4.862844,-2.165511,-1.0639414,-4.5121517,-4.266364,-0.7521048,-5.2827077,-4.6040545,8.232202,-5.247265,-0.13369481,-1.0930601,-6.9554133,0.6788013,-2.432996,-3.914421,0.4665132,-2.7027802,-4.402356,4.4680047,-5.5197988,3.2747278,-4.5507817
IMG_3306_jpeg.rf.20bc9212cbbf0893402748ac6a52b4af,BeehoonVermicelliMeesua_400-499g_Halal_Healthy,-3.9840612,-3.9815106,-1.0542802,7.313331,-1.9652134,-5.0434465,1.429782,-1.473494,-2.5712721,-2.4280965,-3.4668279,-1.7697628,-6.032702,-2.4201224,-3.1712105,-5.6878777,-3.4101875,-2.887549,-1.0452758,-3.0651267,-2.2878962,-0.93183565,-4.776326,-2.885205,-3.445989,-1.6985658,-5.542073,-0.5995226,-3.468617,-0.63421834,-3.218531,-4.292513,-3.7858772,-1.3697946,0.09216808,-4.568897,-4.0971737,-3.247524,-2.9784558,-3.7804537,-2.9076333,-5.468174,-3.7224402,-2.5699294,-3.344093,-1.428984,-1.0480385,-5.428794,7.777533,-2.0475662,-2.9031103,-3.116555,-1.1341068,-1.5128236,2.536205,-3.053045,2.4107807,-2.6870482
IMG_5315_jpeg.rf.54a4c5028f72ed6b7c0392a2ec1f72c0,MaternalMilkPowder_1-99g_NonHalal_NonHealthy,-1.6365573,-3.5748537,-1.3104587,-3.4151728,-0.022479467,-4.0613666,-4.5194364,-5.6762767,-6.3740854,-3.1327012,-4.588331,-1.9640224,-3.2636163,-5.199404,-4.4639096,-5.6343174,-2.1630151,-3.40673,-1.543936,-4.939895,6.9802485,-4.2626657,-4.071421,-2.7596052,-4.3652067,-1.9390903,-5.2633224,-0.12280468,-0.240654,-1.5189391,-3.2714803,-3.1124074,-0.26304108,-5.2086577,-3.714911,-5.384825,-3.7290277,-7.627754,-2.3628213,-0.5956879,-1.7975596,-4.748129,6.8765707,-3.7344635,-4.9792023,-2.065663,-3.6267865,-5.016397,-0.49970385,-2.2009525,1.9609272,-4.0465755,-1.7790914,-2.3560908,-3.822784,2.4865954,-6.2315173,5.638605
IMG_3494_jpeg.rf.504ed7946a4751872de45b666ebfe475,Nuts_100-199g_NonHalal_NonHealthy,-3.754354,-0.94739884,-3.0776434,-1.7810276,-0.87896025,-3.5151963,-4.027967,-4.9452167,-3.5872285,-3.0609558,-4.314503,-2.6040995,-3.9687548,-2.8029895,-2.4120603,-5.0088415,-3.5264103,-1.6310074,-1.4606588,-4.490009,-3.2657118,-2.2377205,-3.2891247,7.5363765,-4.811693,-0.80418503,-1.9791017,-0.7435563,-2.1184435,-1.4024851,-3.2567945,-4.2376533,-2.2259765,-4.1390347,-3.55276,-3.5113137,-2.680093,-5.612558,-2.3603833,-0.48325458,-0.86598915,-2.1581256,-0.7259105,7.4584126,-1.976369,-2.624186,-0.008924849,-3.121001,-2.76781,-2.1938767,-2.8379328,-2.9980717,-3.6011384,-2.3352401,-3.7747383,2.636094,-2.272957,2.5917768
Sardines_100-199g_0311_NonHalal_5_png.rf.9d79b5cec08a7075d6b90464297a9a5a,Sardines_100-199g_NonHalal_NonHealthy,-5.5373683,0.19354059,-1.755045,-2.103304,2.029604,-5.371675,-6.7550025,-3.461759,-6.707947,-5.563636,-4.085221,-2.5933928,-3.5503156,-5.114198,-3.5725396,-4.678357,-1.3486896,-1.0425247,-1.5089052,-3.4523313,-2.2783473,-3.3597672,-2.0040402,-1.4573218,-5.9771085,-2.070245,-1.9005488,-1.5548478,-1.4544306,-1.2744505,-1.4781713,-3.9259179,-5.0128875,-4.567978,-5.0578623,-4.5714264,8.092129,-5.453335,-3.490325,-1.021277,-2.4924982,-3.3345373,-2.2470279,9.538913,-4.810586,-0.83717316,-1.431107,-3.9711344,-0.55255413,-2.7429106,-5.0003543,-3.8354926,-0.9446418,-3.8898323,-5.1568503,3.9274528,-5.7056103,5.816723
Crackers_100-199g_0311_Halal_12_png.rf.b4bcc75eeb0ee5949218c86b438943fc,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,-2.3540566,-1.4173615,-3.07468,-3.4241455,8.079759,-4.9920077,-4.4723206,-3.695475,-4.588201,-1.546874,-3.4296343,-0.39027306,-4.908765,-3.3556714,-3.6990259,-2.7744136,-2.968238,-0.667902,-2.2369602,-5.0079517,-2.874079,-4.2519073,-4.3389616,-0.8968764,-3.5854049,-3.512919,-2.922155,-2.8964012,-2.876025,-3.8100863,-4.8770895,-2.4162292,-2.942863,-2.9620843,-1.0354204,-3.2062006,-1.5268029,-5.796929,-3.3011374,-2.78137,-0.6512508,-3.5132325,-0.15656276,6.0375905,-2.6391726,-1.7227355,-1.9653987,-5.3474565,-1.6769785,-2.1251242,-1.8623341,-2.5525773,-1.6812028,-4.1705775,2.3939843,-4.094275,-4.456817,3.917646
WIN_20231207_11_23_10_Pro,CerealBeverage-powder_300-399g_NonHalal_Healthy,-3.33607,-1.613038,-1.1223165,-1.6691662,-0.004327618,-3.4662142,-3.6309934,-3.6100113,7.9532957,-1.768809,-1.2504774,-3.7813337,-3.8792806,-1.4281034,-3.5658684,-6.123987,-4.1697803,-6.199257,-4.9601955,-3.2072115,-3.406925,-1.7405757,-0.2589172,-0.047149953,-3.8103614,-3.1685615,-5.467426,-2.170047,-2.9319272,-0.89624965,-1.5498849,-4.084719,-2.3527794,-0.080050126,-1.2632124,-5.415307,-6.3370833,-2.3524609,-4.076685,-1.718791,-3.7029397,-4.528832,-2.287359,-0.9247473,-3.7709858,-0.47960868,8.424441,-4.188516,-2.4155805,-1.5446051,-4.382862,0.094498776,-2.1249356,-2.8162634,-3.8667126,2.9868138,2.8666642,-4.078845
IMG_1069_JPG.rf.8bef93f922a1a001b7ebd66ae0511277,Pasta_200-299g_NonHalal_NonHealthy,-5.2340918,-3.0992887,-3.4448495,-0.5082865,-0.09421256,-4.301727,-3.7548215,-4.528417,-3.9432285,-5.1141844,-3.8318715,-2.9590719,-2.6859126,-5.098912,-3.9393377,-3.7241595,-3.5094304,-3.21537,0.14377172,-3.2649996,-1.8548083,-3.482299,-2.395199,-2.2829962,-3.1108158,-2.977018,-3.1618447,2.1880112,-1.0614451,7.885385,-2.6424253,-4.312719,-2.4621959,-3.3910074,-4.35655,-4.6137934,-4.4326653,-3.4786718,-3.1859162,-1.2738585,-2.7584903,-2.986888,-2.1088407,-1.457874,-4.031615,5.7540393,0.90499985,-4.20231,0.35198224,-2.1472335,-1.2072039,-3.1880028,-3.9832032,-4.1641192,-4.472278,4.1389103,-4.475417,4.5935264
IMG_9897_JPG.rf.8a6198bfb9c79c7fdc88def7c791d57e,OtherNoodles_300-399g_NonHalal_NonHealthy,-5.054603,-3.440835,-4.0364437,1.4737726,-1.660015,-5.9468265,-4.4229794,-4.371786,-3.0791137,-1.4423968,-1.5536573,-2.6997433,-4.7840533,-2.577915,-4.208862,-6.061952,-2.9464874,-4.17066,-4.3625374,-5.5744805,-2.7551453,-1.9406626,0.15804432,-0.7184406,0.2738931,-2.197238,-5.1607985,9.301186,0.40872473,-1.2663487,-1.2759221,-4.7975187,-3.3942342,-5.187542,-3.787259,-4.497759,-4.6645412,-6.6499877,-1.6659296,-3.2499745,-2.9820485,-5.8765693,-1.7858129,-0.5788428,-4.1158805,-2.9128737,8.827663,-3.2290597,-1.7433405,-0.33407614,-1.2129716,-2.1932797,-3.9698188,-4.293671,-3.840154,2.6910448,-3.4495592,2.8689203
IMG_3414_jpeg.rf.0290d623bc297903dfe50388036d5cc9,Nuts_100-199g_Halal_NonHealthy,-3.5893066,-1.2514368,-3.5331933,-0.86864877,-1.0351707,-4.8945484,-3.297612,-5.2020993,-4.366547,-1.4677191,-3.9293265,-0.38960987,-5.8809056,-3.375076,-3.1547356,-5.026999,-4.257822,-1.3284357,-2.9452915,-4.608991,-4.609321,-4.4713993,-5.603191,9.324563,-4.044568,-2.1272526,-3.8039474,-1.4768101,-2.7215853,-2.3178346,-4.636163,-4.0542297,-0.87698674,-4.210126,-2.3912897,-1.8575294,-5.2905955,-5.2100587,-2.872436,-1.8613852,0.15872525,-3.5591953,-2.198747,7.574343,-2.7756445,-1.245149,-1.1946071,-5.064592,-3.2424393,-1.1112598,-2.1925642,-2.877254,-4.0440035,-2.7669423,2.343584,-3.4637551,-3.2062294,3.186777
IMG_6477_jpeg.rf.2ea2997416bbf9ec51056939f04f22d0,HoneyOtherSpreads_300-399g_NonHalal_NonHealthy,-6.1480117,-3.2998433,-4.406028,-2.7667575,-1.6754336,-5.7729564,-5.690052,-2.327834,-4.7636795,-4.406363,0.080068454,0.6578559,-4.0566716,-3.4191697,-4.903574,-5.5452833,7.485465,-3.824382,-4.044652,-2.3853471,-2.1785572,-3.534155,2.3328283,-3.0892615,1.0464455,-1.4924539,-4.3453455,-2.254574,0.31712508,-2.482598,0.65579927,-4.8199124,-3.6196668,-3.5969696,-4.6297174,-5.420488,-3.0097632,-6.8878155,-2.1229677,-1.1308396,-2.2468967,-4.4226007,0.52471346,0.57354987,-2.6131127,-1.4148883,6.1024103,-4.7402525,-0.6321874,-2.2615645,-3.3089283,-2.865448,-4.262288,-4.2983937,-3.425276,1.7460462,-4.4757915,4.4282293
output_frame_0525,PotatochipsKeropok_1-99g_NonHalal_NonHealthy,-1.5167918,-1.2088584,-3.0212452,-2.132064,0.08878239,-0.1370744,-3.9802444,-5.5373297,-2.353784,-4.671398,-2.9115193,-3.0847025,-2.2455735,-2.8174825,-1.9868237,-4.964633,-1.7678797,-3.815105,-2.7471383,-2.164158,-1.2317107,-3.6889064,-3.8782995,-1.1709467,-3.48566,-3.159868,-2.7114027,-2.0872827,-1.1047796,-1.2716576,-3.805756,-2.2613328,8.317519,-2.9205568,-2.5735917,-1.3594766,-4.76931,-4.5543046,-2.9339018,-0.09187822,-1.5522069,-3.1744547,7.441772,-1.4580182,-2.1967309,-0.31529993,-2.4101872,-3.709686,-1.533693,-0.5842726,-2.9956193,-4.1908903,-2.9763384,-4.1162076,-4.148342,3.4760766,-4.582232,4.0939713
WIN_20231207_11_32_26_Pro,PotatochipsKeropok_1-99g_NonHalal_NonHealthy,-3.2709732,-1.9364494,-3.6289482,-2.4695516,-0.03696517,-0.019176524,-4.224216,-5.00464,-2.718537,-5.259434,-2.9331374,-2.8745887,-2.548046,-3.2557209,-2.828634,-4.549207,-1.7192858,-3.6341982,-2.799874,-0.9847632,-2.0570068,-3.9592538,-3.891344,0.050026033,-4.027261,-2.7576008,-2.593949,-2.117931,-1.9521834,-1.3654644,-3.8773046,-2.2941985,7.8598,-1.5006832,-2.7163525,-1.8226017,-4.5099125,-4.617035,-3.3177614,0.5074067,-1.7810706,-3.4720385,6.9137535,-0.0076624155,-3.1030333,-1.409499,-2.194086,-4.4382596,-0.25480536,-1.4231467,-3.5202165,-2.8244207,-3.8528192,-4.0871873,-4.277078,3.611651,-4.8328505,4.5552316
IMG_5512_jpeg.rf.9acc56c5003f39cee24acec071f06f9d,BiscuitsCrackersCookies_400-499g_Halal_NonHealthy,-2.47464,-2.3174803,-2.9303916,-1.0321817,7.1404104,-4.110924,-2.0242116,-1.4916224,-4.37866,-2.0253308,-3.418055,-2.1271486,-5.03114,-3.9816303,-3.3444042,-3.9952164,-3.325219,-1.585847,1.3243883,-3.1301267,-2.9215436,-2.883427,-4.3861647,-3.5994074,-2.3666108,-2.0632608,-5.064615,-0.9739227,-3.9076686,-2.9579535,-3.5948095,-2.3779485,-3.2449071,-1.1102988,-0.81662816,-4.2519145,-2.5800064,-5.537332,-2.394429,-2.9806697,-1.8882576,-4.071889,-0.50631976,-1.2142074,-2.1852832,-1.2661254,-1.022548,-5.310123,6.7373643,-2.3863697,-2.1376173,-3.3768966,-2.7216868,-4.0303025,3.6728272,-4.289171,-3.9915302,3.6521976
2023_8_11_11_27_53_840401_png.rf.07a6cb13afca1012d0ea2f4a574a30a4,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,-2.8298233,0.044800054,-1.6822014,-3.5095453,8.084709,-7.1647396,-5.1804986,-4.1615963,-3.2675843,-2.3524075,-3.7537382,-0.08312148,-5.8476257,-3.5806227,-3.5921965,-3.8713555,-2.9208126,-4.329254,-3.7568731,-4.606839,-3.6830032,-5.2987447,-5.067006,-3.1745567,-2.7698486,-4.041334,-5.966332,-3.3590217,0.14291468,-3.0143611,-3.0225575,-4.141868,-4.8497515,-3.7736359,-2.055439,-5.3191447,-3.7275465,-3.339339,-2.552871,-2.9638152,-2.6724343,-5.7792897,-1.963963,-2.0894032,-1.7912307,8.191575,-1.1061866,-5.234875,-1.8134704,-2.5492532,-2.046231,-3.5723574,-2.4514322,-5.019156,2.4776647,-3.9290023,-3.927465,3.6572075
