prd_type,xmin,ymin,xmax,ymax,filename,tmp_img_file_path,halal
crackers_100g-199g,72,195,1565,687,crackers_100g-199g_a87.png,crackers_100g-199g/crackers_100g-199g_a87.png,N
crackers_100g-199g,119,206,735,1010,crackers_100g-199g_a88.png,crackers_100g-199g/crackers_100g-199g_a88.png,Y
crackers_100g-199g,95,235,1518,717,crackers_100g-199g_a89.png,crackers_100g-199g/crackers_100g-199g_a89.png,N
crackers_100g-199g,102,174,1491,647,crackers_100g-199g_a9.png,crackers_100g-199g/crackers_100g-199g_a9.png,N
crackers_100g-199g,115,211,1490,682,crackers_100g-199g_a90.png,crackers_100g-199g/crackers_100g-199g_a90.png,N
crackers_100g-199g,180,273,1380,682,crackers_100g-199g_a91.png,crackers_100g-199g/crackers_100g-199g_a91.png,N
crackers_100g-199g,52,234,1494,726,crackers_100g-199g_a92.png,crackers_100g-199g/crackers_100g-199g_a92.png,N
crackers_100g-199g,105,233,1474,695,crackers_100g-199g_a93.png,crackers_100g-199g/crackers_100g-199g_a93.png,N
crackers_100g-199g,121,272,1537,763,crackers_100g-199g_a94.png,crackers_100g-199g/crackers_100g-199g_a94.png,N
crackers_100g-199g,96,204,1531,663,crackers_100g-199g_a95.png,crackers_100g-199g/crackers_100g-199g_a95.png,N
crackers_100g-199g,96,232,809,1109,crackers_100g-199g_a96.png,crackers_100g-199g/crackers_100g-199g_a96.png,Y
crackers_100g-199g,103,196,1509,678,crackers_100g-199g_a97.png,crackers_100g-199g/crackers_100g-199g_a97.png,N
crackers_100g-199g,113,229,1474,670,crackers_100g-199g_a98.png,crackers_100g-199g/crackers_100g-199g_a98.png,N
crackers_100g-199g,105,239,1473,690,crackers_100g-199g_a99.png,crackers_100g-199g/crackers_100g-199g_a99.png,N
crackers_100g-199g,106,159,775,1093,crackers_100g-199g_b1.png,crackers_100g-199g/crackers_100g-199g_b1.png,Y
crackers_100g-199g,36,208,886,480,crackers_100g-199g_b2.png,crackers_100g-199g/crackers_100g-199g_b2.png,N
crackers_100g-199g,193,64,685,1107,crackers_100g-199g_b3.png,crackers_100g-199g/crackers_100g-199g_b3.png,N
crackers_100g-199g,96,144,796,1074,crackers_100g-199g_b4.png,crackers_100g-199g/crackers_100g-199g_b4.png,Y
crackers_100g-199g,95,77,837,1067,crackers_100g-199g_b5.png,crackers_100g-199g/crackers_100g-199g_b5.png,N
crackers_100g-199g,45,373,838,673,crackers_100g-199g_b6.png,crackers_100g-199g/crackers_100g-199g_b6.png,N
crackers_100g-199g,102,123,807,1054,crackers_100g-199g_b7.png,crackers_100g-199g/crackers_100g-199g_b7.png,Y
crackers_100g-199g,339,141,1145,1157,crackers_100g-199g_c1.png,crackers_100g-199g/crackers_100g-199g_c1.png,Y
crackers_100g-199g,108,41,623,372,crackers_100g-199g_c2.png,crackers_100g-199g/crackers_100g-199g_c2.png,Y
crackers_100g-199g,69,38,292,376,crackers_100g-199g_d1.png,crackers_100g-199g/crackers_100g-199g_d1.png,Y
crackers_100g-199g,78,46,343,389,crackers_100g-199g_d10.png,crackers_100g-199g/crackers_100g-199g_d10.png,Y
crackers_100g-199g,59,66,297,377,crackers_100g-199g_d11.png,crackers_100g-199g/crackers_100g-199g_d11.png,Y
crackers_100g-199g,55,81,307,384,crackers_100g-199g_d12.png,crackers_100g-199g/crackers_100g-199g_d12.png,Y
crackers_100g-199g,55,68,298,382,crackers_100g-199g_d13.png,crackers_100g-199g/crackers_100g-199g_d13.png,Y
crackers_100g-199g,60,65,313,376,crackers_100g-199g_d14.png,crackers_100g-199g/crackers_100g-199g_d14.png,Y
crackers_100g-199g,51,74,317,395,crackers_100g-199g_d15.png,crackers_100g-199g/crackers_100g-199g_d15.png,Y
crackers_100g-199g,86,11,189,392,crackers_100g-199g_d16.png,crackers_100g-199g/crackers_100g-199g_d16.png,N
crackers_100g-199g,71,18,169,392,crackers_100g-199g_d17.png,crackers_100g-199g/crackers_100g-199g_d17.png,N
crackers_100g-199g,55,9,154,385,crackers_100g-199g_d18.png,crackers_100g-199g/crackers_100g-199g_d18.png,N
crackers_100g-199g,54,18,151,396,crackers_100g-199g_d19.png,crackers_100g-199g/crackers_100g-199g_d19.png,N
crackers_100g-199g,57,46,291,383,crackers_100g-199g_d2.png,crackers_100g-199g/crackers_100g-199g_d2.png,Y
crackers_100g-199g,60,17,167,410,crackers_100g-199g_d20.png,crackers_100g-199g/crackers_100g-199g_d20.png,N
crackers_100g-199g,81,66,622,283,crackers_100g-199g_d21.png,crackers_100g-199g/crackers_100g-199g_d21.png,N
crackers_100g-199g,33,49,593,248,crackers_100g-199g_d22.png,crackers_100g-199g/crackers_100g-199g_d22.png,N
crackers_100g-199g,74,63,615,271,crackers_100g-199g_d23.png,crackers_100g-199g/crackers_100g-199g_d23.png,N
crackers_100g-199g,77,60,614,276,crackers_100g-199g_d24.png,crackers_100g-199g/crackers_100g-199g_d24.png,N
crackers_100g-199g,86,54,615,266,crackers_100g-199g_d25.png,crackers_100g-199g/crackers_100g-199g_d25.png,N
crackers_100g-199g,37,110,214,396,crackers_100g-199g_d26.png,crackers_100g-199g/crackers_100g-199g_d26.png,N
crackers_100g-199g,42,97,220,386,crackers_100g-199g_d27.png,crackers_100g-199g/crackers_100g-199g_d27.png,N
crackers_100g-199g,70,107,240,394,crackers_100g-199g_d28.png,crackers_100g-199g/crackers_100g-199g_d28.png,N
crackers_100g-199g,49,112,225,397,crackers_100g-199g_d29.png,crackers_100g-199g/crackers_100g-199g_d29.png,N
crackers_100g-199g,58,51,288,377,crackers_100g-199g_d3.png,crackers_100g-199g/crackers_100g-199g_d3.png,Y
crackers_100g-199g,71,102,244,388,crackers_100g-199g_d30.png,crackers_100g-199g/crackers_100g-199g_d30.png,N
crackers_100g-199g,55,34,188,380,crackers_100g-199g_d31.png,crackers_100g-199g/crackers_100g-199g_d31.png,N
crackers_100g-199g,77,44,193,396,crackers_100g-199g_d32.png,crackers_100g-199g/crackers_100g-199g_d32.png,N
crackers_100g-199g,120,27,249,384,crackers_100g-199g_d33.png,crackers_100g-199g/crackers_100g-199g_d33.png,N
crackers_100g-199g,49,33,176,385,crackers_100g-199g_d34.png,crackers_100g-199g/crackers_100g-199g_d34.png,N
crackers_100g-199g,60,32,190,385,crackers_100g-199g_d35.png,crackers_100g-199g/crackers_100g-199g_d35.png,N
crackers_100g-199g,54,35,337,405,crackers_100g-199g_d36.png,crackers_100g-199g/crackers_100g-199g_d36.png,N
crackers_100g-199g,37,26,324,397,crackers_100g-199g_d37.png,crackers_100g-199g/crackers_100g-199g_d37.png,N
crackers_100g-199g,55,25,334,399,crackers_100g-199g_d38.png,crackers_100g-199g/crackers_100g-199g_d38.png,N
crackers_100g-199g,40,24,324,403,crackers_100g-199g_d39.png,crackers_100g-199g/crackers_100g-199g_d39.png,N
crackers_100g-199g,53,58,279,379,crackers_100g-199g_d4.png,crackers_100g-199g/crackers_100g-199g_d4.png,Y
crackers_100g-199g,70,19,363,386,crackers_100g-199g_d40.png,crackers_100g-199g/crackers_100g-199g_d40.png,N
crackers_100g-199g,51,57,604,269,crackers_100g-199g_d41.png,crackers_100g-199g/crackers_100g-199g_d41.png,N
crackers_100g-199g,69,83,649,284,crackers_100g-199g_d42.png,crackers_100g-199g/crackers_100g-199g_d42.png,N
crackers_100g-199g,66,72,610,260,crackers_100g-199g_d43.png,crackers_100g-199g/crackers_100g-199g_d43.png,N
crackers_100g-199g,50,68,585,264,crackers_100g-199g_d44.png,crackers_100g-199g/crackers_100g-199g_d44.png,N
crackers_100g-199g,57,74,598,273,crackers_100g-199g_d45.png,crackers_100g-199g/crackers_100g-199g_d45.png,N
crackers_100g-199g,26,24,203,392,crackers_100g-199g_d46.png,crackers_100g-199g/crackers_100g-199g_d46.png,N
crackers_100g-199g,36,36,208,387,crackers_100g-199g_d47.png,crackers_100g-199g/crackers_100g-199g_d47.png,N
crackers_100g-199g,64,30,225,381,crackers_100g-199g_d48.png,crackers_100g-199g/crackers_100g-199g_d48.png,N
crackers_100g-199g,97,34,263,386,crackers_100g-199g_d49.png,crackers_100g-199g/crackers_100g-199g_d49.png,N
crackers_100g-199g,53,47,291,369,crackers_100g-199g_d5.png,crackers_100g-199g/crackers_100g-199g_d5.png,Y
crackers_100g-199g,86,33,251,382,crackers_100g-199g_d50.png,crackers_100g-199g/crackers_100g-199g_d50.png,N
crackers_100g-199g,60,33,231,379,crackers_100g-199g_d51.png,crackers_100g-199g/crackers_100g-199g_d51.png,N
crackers_100g-199g,78,39,255,390,crackers_100g-199g_d52.png,crackers_100g-199g/crackers_100g-199g_d52.png,N
crackers_100g-199g,73,36,255,387,crackers_100g-199g_d53.png,crackers_100g-199g/crackers_100g-199g_d53.png,N
crackers_100g-199g,64,35,232,381,crackers_100g-199g_d54.png,crackers_100g-199g/crackers_100g-199g_d54.png,N
crackers_100g-199g,98,34,266,378,crackers_100g-199g_d55.png,crackers_100g-199g/crackers_100g-199g_d55.png,N
crackers_100g-199g,59,53,635,276,crackers_100g-199g_d56.png,crackers_100g-199g/crackers_100g-199g_d56.png,N
crackers_100g-199g,69,46,651,275,crackers_100g-199g_d57.png,crackers_100g-199g/crackers_100g-199g_d57.png,N
crackers_100g-199g,60,54,649,282,crackers_100g-199g_d58.png,crackers_100g-199g/crackers_100g-199g_d58.png,N
crackers_100g-199g,64,51,641,282,crackers_100g-199g_d59.png,crackers_100g-199g/crackers_100g-199g_d59.png,N
crackers_100g-199g,68,53,324,388,crackers_100g-199g_d6.png,crackers_100g-199g/crackers_100g-199g_d6.png,Y
crackers_100g-199g,76,45,657,271,crackers_100g-199g_d60.png,crackers_100g-199g/crackers_100g-199g_d60.png,N
crackers_100g-199g,74,47,334,392,crackers_100g-199g_d7.png,crackers_100g-199g/crackers_100g-199g_d7.png,Y
crackers_100g-199g,88,63,347,396,crackers_100g-199g_d8.png,crackers_100g-199g/crackers_100g-199g_d8.png,Y
crackers_100g-199g,81,50,346,394,crackers_100g-199g_d9.png,crackers_100g-199g/crackers_100g-199g_d9.png,Y
crackers_100g-199g,456,53,860,619,crackers_100g-199g_e1.png,crackers_100g-199g/crackers_100g-199g_e1.png,Y
crackers_100g-199g,260,111,660,605,crackers_100g-199g_e10.png,crackers_100g-199g/crackers_100g-199g_e10.png,Y
crackers_100g-199g,197,99,597,603,crackers_100g-199g_e11.png,crackers_100g-199g/crackers_100g-199g_e11.png,Y
crackers_100g-199g,422,109,827,622,crackers_100g-199g_e12.png,crackers_100g-199g/crackers_100g-199g_e12.png,Y
crackers_100g-199g,354,99,705,602,crackers_100g-199g_e13.png,crackers_100g-199g/crackers_100g-199g_e13.png,Y
crackers_100g-199g,226,100,647,624,crackers_100g-199g_e14.png,crackers_100g-199g/crackers_100g-199g_e14.png,Y
crackers_100g-199g,201,183,816,403,crackers_100g-199g_e15.png,crackers_100g-199g/crackers_100g-199g_e15.png,N
crackers_100g-199g,194,213,924,437,crackers_100g-199g_e16.png,crackers_100g-199g/crackers_100g-199g_e16.png,N
crackers_100g-199g,158,185,882,408,crackers_100g-199g_e17.png,crackers_100g-199g/crackers_100g-199g_e17.png,N
crackers_100g-199g,118,190,911,474,crackers_100g-199g_e18.png,crackers_100g-199g/crackers_100g-199g_e18.png,N
crackers_100g-199g,266,244,969,456,crackers_100g-199g_e19.png,crackers_100g-199g/crackers_100g-199g_e19.png,N
crackers_100g-199g,420,87,828,627,crackers_100g-199g_e2.png,crackers_100g-199g/crackers_100g-199g_e2.png,Y
crackers_100g-199g,95,104,972,404,crackers_100g-199g_e20.png,crackers_100g-199g/crackers_100g-199g_e20.png,N
crackers_100g-199g,181,184,880,421,crackers_100g-199g_e21.png,crackers_100g-199g/crackers_100g-199g_e21.png,N
crackers_100g-199g,156,223,809,449,crackers_100g-199g_e22.png,crackers_100g-199g/crackers_100g-199g_e22.png,N
crackers_100g-199g,85,122,927,503,crackers_100g-199g_e23.png,crackers_100g-199g/crackers_100g-199g_e23.png,N
crackers_100g-199g,170,296,957,536,crackers_100g-199g_e24.png,crackers_100g-199g/crackers_100g-199g_e24.png,N
crackers_100g-199g,428,49,668,553,crackers_100g-199g_e25.png,crackers_100g-199g/crackers_100g-199g_e25.png,N
crackers_100g-199g,480,56,733,637,crackers_100g-199g_e26.png,crackers_100g-199g/crackers_100g-199g_e26.png,N
crackers_100g-199g,408,49,703,632,crackers_100g-199g_e27.png,crackers_100g-199g/crackers_100g-199g_e27.png,N
crackers_100g-199g,409,21,677,615,crackers_100g-199g_e28.png,crackers_100g-199g/crackers_100g-199g_e28.png,N
crackers_100g-199g,426,52,683,594,crackers_100g-199g_e29.png,crackers_100g-199g/crackers_100g-199g_e29.png,N
crackers_100g-199g,276,40,668,610,crackers_100g-199g_e3.png,crackers_100g-199g/crackers_100g-199g_e3.png,Y
crackers_100g-199g,359,50,627,621,crackers_100g-199g_e30.png,crackers_100g-199g/crackers_100g-199g_e30.png,N
crackers_100g-199g,440,14,723,605,crackers_100g-199g_e31.png,crackers_100g-199g/crackers_100g-199g_e31.png,N
crackers_100g-199g,441,32,684,596,crackers_100g-199g_e32.png,crackers_100g-199g/crackers_100g-199g_e32.png,N
crackers_100g-199g,294,86,589,633,crackers_100g-199g_e33.png,crackers_100g-199g/crackers_100g-199g_e33.png,N
crackers_100g-199g,347,103,634,625,crackers_100g-199g_e34.png,crackers_100g-199g/crackers_100g-199g_e34.png,N
crackers_100g-199g,236,96,592,576,crackers_100g-199g_e35.png,crackers_100g-199g/crackers_100g-199g_e35.png,N
crackers_100g-199g,377,90,783,611,crackers_100g-199g_e36.png,crackers_100g-199g/crackers_100g-199g_e36.png,N
crackers_100g-199g,171,63,574,587,crackers_100g-199g_e37.png,crackers_100g-199g/crackers_100g-199g_e37.png,N
crackers_100g-199g,376,47,794,596,crackers_100g-199g_e38.png,crackers_100g-199g/crackers_100g-199g_e38.png,N
crackers_100g-199g,372,133,803,624,crackers_100g-199g_e39.png,crackers_100g-199g/crackers_100g-199g_e39.png,N
crackers_100g-199g,463,57,857,623,crackers_100g-199g_e4.png,crackers_100g-199g/crackers_100g-199g_e4.png,Y
crackers_100g-199g,422,87,571,620,crackers_100g-199g_e40.png,crackers_100g-199g/crackers_100g-199g_e40.png,N
crackers_100g-199g,569,45,720,619,crackers_100g-199g_e41.png,crackers_100g-199g/crackers_100g-199g_e41.png,N
crackers_100g-199g,551,30,717,624,crackers_100g-199g_e42.png,crackers_100g-199g/crackers_100g-199g_e42.png,N
crackers_100g-199g,556,22,714,640,crackers_100g-199g_e43.png,crackers_100g-199g/crackers_100g-199g_e43.png,N
crackers_100g-199g,376,84,538,603,crackers_100g-199g_e44.png,crackers_100g-199g/crackers_100g-199g_e44.png,N
crackers_100g-199g,154,214,904,546,crackers_100g-199g_e45.png,crackers_100g-199g/crackers_100g-199g_e45.png,N
crackers_100g-199g,208,239,989,574,crackers_100g-199g_e46.png,crackers_100g-199g/crackers_100g-199g_e46.png,N
crackers_100g-199g,147,193,870,519,crackers_100g-199g_e47.png,crackers_100g-199g/crackers_100g-199g_e47.png,N
crackers_100g-199g,107,149,914,503,crackers_100g-199g_e48.png,crackers_100g-199g/crackers_100g-199g_e48.png,N
crackers_100g-199g,137,168,992,486,crackers_100g-199g_e49.png,crackers_100g-199g/crackers_100g-199g_e49.png,N
crackers_100g-199g,469,85,876,585,crackers_100g-199g_e5.png,crackers_100g-199g/crackers_100g-199g_e5.png,Y
crackers_100g-199g,99,111,962,399,crackers_100g-199g_e50.png,crackers_100g-199g/crackers_100g-199g_e50.png,N
crackers_100g-199g,159,261,951,523,crackers_100g-199g_e51.png,crackers_100g-199g/crackers_100g-199g_e51.png,N
crackers_100g-199g,475,42,924,607,crackers_100g-199g_e52.png,crackers_100g-199g/crackers_100g-199g_e52.png,Y
crackers_100g-199g,228,300,897,524,crackers_100g-199g_e53.png,crackers_100g-199g/crackers_100g-199g_e53.png,N
crackers_100g-199g,106,144,848,396,crackers_100g-199g_e54.png,crackers_100g-199g/crackers_100g-199g_e54.png,N
crackers_100g-199g,83,178,980,450,crackers_100g-199g_e55.png,crackers_100g-199g/crackers_100g-199g_e55.png,N
crackers_100g-199g,118,159,1063,451,crackers_100g-199g_e56.png,crackers_100g-199g/crackers_100g-199g_e56.png,N
crackers_100g-199g,115,167,1044,448,crackers_100g-199g_e57.png,crackers_100g-199g/crackers_100g-199g_e57.png,N
crackers_100g-199g,110,209,1036,492,crackers_100g-199g_e58.png,crackers_100g-199g/crackers_100g-199g_e58.png,N
crackers_100g-199g,131,197,1058,484,crackers_100g-199g_e59.png,crackers_100g-199g/crackers_100g-199g_e59.png,N
crackers_100g-199g,460,88,875,611,crackers_100g-199g_e6.png,crackers_100g-199g/crackers_100g-199g_e6.png,Y
crackers_100g-199g,160,236,908,493,crackers_100g-199g_e60.png,crackers_100g-199g/crackers_100g-199g_e60.png,N
crackers_100g-199g,205,130,561,637,crackers_100g-199g_e7.png,crackers_100g-199g/crackers_100g-199g_e7.png,Y
crackers_100g-199g,526,102,864,623,crackers_100g-199g_e8.png,crackers_100g-199g/crackers_100g-199g_e8.png,Y
crackers_100g-199g,397,151,776,623,crackers_100g-199g_e9.png,crackers_100g-199g/crackers_100g-199g_e9.png,Y
crackers_1g-99g,87,147,650,772,crackers_1g-99g_a1.png,crackers_1g-99g/crackers_1g-99g_a1.png,Y
crackers_1g-99g,106,144,632,754,crackers_1g-99g_a2.png,crackers_1g-99g/crackers_1g-99g_a2.png,Y
crackers_1g-99g,108,96,639,703,crackers_1g-99g_a3.png,crackers_1g-99g/crackers_1g-99g_a3.png,Y
crackers_1g-99g,114,124,649,750,crackers_1g-99g_a4.png,crackers_1g-99g/crackers_1g-99g_a4.png,Y
crackers_1g-99g,110,109,636,717,crackers_1g-99g_a5.png,crackers_1g-99g/crackers_1g-99g_a5.png,Y
crackers_1g-99g,127,47,557,415,crackers_1g-99g_c1.png,crackers_1g-99g/crackers_1g-99g_c1.png,Y
crackers_1g-99g,48,40,369,379,crackers_1g-99g_d1.png,crackers_1g-99g/crackers_1g-99g_d1.png,Y
crackers_1g-99g,62,35,380,377,crackers_1g-99g_d2.png,crackers_1g-99g/crackers_1g-99g_d2.png,Y
crackers_1g-99g,98,22,420,370,crackers_1g-99g_d3.png,crackers_1g-99g/crackers_1g-99g_d3.png,Y
crackers_1g-99g,80,39,398,376,crackers_1g-99g_d4.png,crackers_1g-99g/crackers_1g-99g_d4.png,Y
crackers_1g-99g,49,36,362,370,crackers_1g-99g_d5.png,crackers_1g-99g/crackers_1g-99g_d5.png,Y
crackers_1g-99g,571,137,745,587,crackers_1g-99g_e1.png,crackers_1g-99g/crackers_1g-99g_e1.png,Y
crackers_1g-99g,388,172,530,545,crackers_1g-99g_e10.png,crackers_1g-99g/crackers_1g-99g_e10.png,Y
crackers_1g-99g,498,115,680,610,crackers_1g-99g_e2.png,crackers_1g-99g/crackers_1g-99g_e2.png,Y
crackers_1g-99g,418,139,600,599,crackers_1g-99g_e3.png,crackers_1g-99g/crackers_1g-99g_e3.png,Y
crackers_1g-99g,404,202,563,598,crackers_1g-99g_e4.png,crackers_1g-99g/crackers_1g-99g_e4.png,Y
crackers_1g-99g,347,178,778,548,crackers_1g-99g_e5.png,crackers_1g-99g/crackers_1g-99g_e5.png,Y
crackers_1g-99g,361,86,906,542,crackers_1g-99g_e6.png,crackers_1g-99g/crackers_1g-99g_e6.png,Y
crackers_1g-99g,317,95,780,531,crackers_1g-99g_e7.png,crackers_1g-99g/crackers_1g-99g_e7.png,Y
crackers_1g-99g,200,78,772,579,crackers_1g-99g_e8.png,crackers_1g-99g/crackers_1g-99g_e8.png,Y
crackers_1g-99g,236,163,767,549,crackers_1g-99g_e9.png,crackers_1g-99g/crackers_1g-99g_e9.png,Y
crackers_200g-299g,51,66,258,371,Crackers_200-299g_0311_Halal_1.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_1.png,Y
crackers_200g-299g,93,197,264,384,Crackers_200-299g_0311_Halal_10.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_10.png,Y
crackers_200g-299g,66,50,253,341,Crackers_200-299g_0311_Halal_11.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_11.png,Y
crackers_200g-299g,116,71,288,362,Crackers_200-299g_0311_Halal_12.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_12.png,Y
crackers_200g-299g,33,66,213,361,Crackers_200-299g_0311_Halal_13.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_13.png,Y
crackers_200g-299g,65,71,255,326,Crackers_200-299g_0311_Halal_14.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_14.png,Y
crackers_200g-299g,90,156,259,375,Crackers_200-299g_0311_Halal_15.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_15.png,Y
crackers_200g-299g,28,178,296,292,Crackers_200-299g_0311_Halal_16.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_16.png,Y
crackers_200g-299g,52,162,299,257,Crackers_200-299g_0311_Halal_17.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_17.png,Y
crackers_200g-299g,39,142,263,296,Crackers_200-299g_0311_Halal_18.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_18.png,Y
crackers_200g-299g,36,123,284,258,Crackers_200-299g_0311_Halal_19.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_19.png,Y
crackers_200g-299g,127,77,289,347,Crackers_200-299g_0311_Halal_2.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_2.png,Y
crackers_200g-299g,21,265,294,381,Crackers_200-299g_0311_Halal_20.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_20.png,Y
crackers_200g-299g,56,75,246,353,Crackers_200-299g_0311_Halal_21.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_21.png,Y
crackers_200g-299g,98,71,272,349,Crackers_200-299g_0311_Halal_22.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_22.png,Y
crackers_200g-299g,45,74,203,342,Crackers_200-299g_0311_Halal_23.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_23.png,Y
crackers_200g-299g,48,91,228,339,Crackers_200-299g_0311_Halal_24.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_24.png,Y
crackers_200g-299g,81,154,251,356,Crackers_200-299g_0311_Halal_25.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_25.png,Y
crackers_200g-299g,46,77,215,336,Crackers_200-299g_0311_Halal_3.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_3.png,Y
crackers_200g-299g,38,92,244,335,Crackers_200-299g_0311_Halal_4.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_4.png,Y
crackers_200g-299g,90,197,208,370,Crackers_200-299g_0311_Halal_5.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_5.png,Y
crackers_200g-299g,47,86,275,339,Crackers_200-299g_0311_Halal_6.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_6.png,Y
crackers_200g-299g,103,61,277,308,Crackers_200-299g_0311_Halal_7.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_7.png,Y
crackers_200g-299g,36,75,197,288,Crackers_200-299g_0311_Halal_8.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_8.png,Y
crackers_200g-299g,39,91,251,269,Crackers_200-299g_0311_Halal_9.png,crackers_200g-299g/Crackers_200-299g_0311_Halal_9.png,Y
crackers_200g-299g,53,57,270,336,Crackers_200-299g_0311_NonHalal_1.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_1.png,N
crackers_200g-299g,30,258,274,381,Crackers_200-299g_0311_NonHalal_10.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_10.png,N
crackers_200g-299g,28,152,277,274,Crackers_200-299g_0311_NonHalal_11.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_11.png,N
crackers_200g-299g,86,140,297,242,Crackers_200-299g_0311_NonHalal_12.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_12.png,N
crackers_200g-299g,26,145,233,294,Crackers_200-299g_0311_NonHalal_13.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_13.png,N
crackers_200g-299g,28,116,261,238,Crackers_200-299g_0311_NonHalal_14.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_14.png,N
crackers_200g-299g,57,287,282,401,Crackers_200-299g_0311_NonHalal_15.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_15.png,N
crackers_200g-299g,123,35,273,312,Crackers_200-299g_0311_NonHalal_2.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_2.png,N
crackers_200g-299g,58,108,211,317,Crackers_200-299g_0311_NonHalal_3.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_3.png,N
crackers_200g-299g,56,101,257,295,Crackers_200-299g_0311_NonHalal_4.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_4.png,N
crackers_200g-299g,62,139,249,348,Crackers_200-299g_0311_NonHalal_5.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_5.png,N
crackers_200g-299g,32,174,277,292,Crackers_200-299g_0311_NonHalal_6.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_6.png,N
crackers_200g-299g,63,172,285,295,Crackers_200-299g_0311_NonHalal_7.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_7.png,N
crackers_200g-299g,36,174,253,317,Crackers_200-299g_0311_NonHalal_8.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_8.png,N
crackers_200g-299g,38,142,259,270,Crackers_200-299g_0311_NonHalal_9.png,crackers_200g-299g/Crackers_200-299g_0311_NonHalal_9.png,N
crackers_200g-299g,94,174,580,907,crackers_200g-299g_11.png,crackers_200g-299g/crackers_200g-299g_11.png,Y
crackers_200g-299g,123,140,584,842,crackers_200g-299g_12.png,crackers_200g-299g/crackers_200g-299g_12.png,Y
crackers_200g-299g,160,157,634,871,crackers_200g-299g_13.png,crackers_200g-299g/crackers_200g-299g_13.png,Y
crackers_200g-299g,132,193,580,868,crackers_200g-299g_14.png,crackers_200g-299g/crackers_200g-299g_14.png,Y
crackers_200g-299g,184,156,640,844,crackers_200g-299g_15.png,crackers_200g-299g/crackers_200g-299g_15.png,Y
crackers_200g-299g,187,217,644,918,crackers_200g-299g_16.png,crackers_200g-299g/crackers_200g-299g_16.png,Y
crackers_200g-299g,156,95,605,773,crackers_200g-299g_17.png,crackers_200g-299g/crackers_200g-299g_17.png,Y
crackers_200g-299g,200,180,629,841,crackers_200g-299g_18.png,crackers_200g-299g/crackers_200g-299g_18.png,Y
crackers_200g-299g,195,193,639,863,crackers_200g-299g_19.png,crackers_200g-299g/crackers_200g-299g_19.png,Y
crackers_200g-299g,64,129,791,965,crackers_200g-299g_20.png,crackers_200g-299g/crackers_200g-299g_20.png,Y
crackers_200g-299g,71,61,786,891,crackers_200g-299g_21.png,crackers_200g-299g/crackers_200g-299g_21.png,Y
crackers_200g-299g,106,118,813,970,crackers_200g-299g_22.png,crackers_200g-299g/crackers_200g-299g_22.png,Y
crackers_200g-299g,94,139,792,968,crackers_200g-299g_23.png,crackers_200g-299g/crackers_200g-299g_23.png,Y
crackers_200g-299g,102,141,789,941,crackers_200g-299g_24.png,crackers_200g-299g/crackers_200g-299g_24.png,Y
crackers_200g-299g,142,144,818,976,crackers_200g-299g_25.png,crackers_200g-299g/crackers_200g-299g_25.png,Y
crackers_200g-299g,103,100,783,930,crackers_200g-299g_26.png,crackers_200g-299g/crackers_200g-299g_26.png,Y
crackers_200g-299g,106,148,779,957,crackers_200g-299g_27.png,crackers_200g-299g/crackers_200g-299g_27.png,Y
crackers_200g-299g,111,143,770,950,crackers_200g-299g_28.png,crackers_200g-299g/crackers_200g-299g_28.png,Y
